--------------------------------------------------
Data: 02/12/2025 02:21:12
Seed: I7ZYSR
Nivel Escolhido: 1
Resultado: ABANDONO (Reiniciou)
--------------------------------------------------

--------------------------------------------------
Data: 02/12/2025 02:21:18
Seed: A2JT18
Nivel Escolhido: 2
Resultado: ABANDONO (Reiniciou)
--------------------------------------------------

--------------------------------------------------
Data: 02/12/2025 02:21:48
Seed: O5ZSK5
Nivel Escolhido: 2
Resultado: DERROTA - Coringa
--------------------------------------------------

--------------------------------------------------
Data: 02/12/2025 02:33:44
Seed: A
Nivel Escolhido: 1
Resultado: ABANDONO (Fechou Jogo)
--------------------------------------------------

--- RELATORIO ---
Data: 02/12/2025 02:34:57
Seed: A6U33U
Nivel: 1
Resultado: ABANDONO (Reiniciou)

--- RELATORIO ---
Data: 02/12/2025 02:35:38
Seed: 4K5TX5
Nivel: 2
Resultado: DERROTA

--- RELATORIO ---
Data: 02/12/2025 02:41:21
Seed: SLR98Q
Nivel: 1
Resultado: ABANDONO (Reiniciou)

--- RELATORIO ---
Data: 02/12/2025 02:41:25
Seed: FYMSJB
Nivel: 2
Resultado: ABANDONO (Reiniciou)

--- RELATORIO ---
Data: 02/12/2025 02:41:53
Seed: YH3EF9
Nivel: 4
Resultado: DERROTA

--- RELATORIO ---
Data: 02/12/2025 02:42:29
Seed: ZS2QOP
Nivel: 2
Resultado: DERROTA

--- RELATORIO ---
Data: 02/12/2025 02:48:00
Seed: FY1EBO
Nivel: 1
Resultado: ABANDONO (Fechou)

Data: 02/12/2025 04:59:33 | Seed: PKU041 | Nivel: 2 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 05:05:17 | Seed: PKU041 | Nivel: 2 | Res: ABANDONO (Fechou)
Data: 02/12/2025 05:05:31 | Seed: S6ETL9 | Nivel: 2 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 05:05:35 | Seed: RQTFEK | Nivel: 2 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 05:10:59 | Seed: PKU041 | Nivel: 2 | Res: ABANDONO (Fechou)
Data: 02/12/2025 05:11:08 | Seed: 6SR27B | Nivel: 2 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 05:13:34 | Seed: PKU041 | Nivel: 2 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 05:15:08 | Seed: PVU6HP | Nivel: 2 | Res: ABANDONO (Fechou)
Data: 02/12/2025 05:18:06 | Seed: 0NGYPI | Nivel: 2 | Res: ABANDONO (Fechou)
Data: 02/12/2025 05:18:30 | Seed: LUZYLL | Nivel: 2 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 05:18:32 | Seed: UURSST | Nivel: 2 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 05:19:13 | Seed: PVU6HP | Nivel: 2 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 05:21:20 | Seed: LUZYLL | Nivel: 2 | Res: ABANDONO (Fechou)
Data: 02/12/2025 16:44:03 | Seed: CQ9G0U | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 16:45:35 | Seed: NH4DG2 | Nivel: 1 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 16:45:57 | Seed: TCACHR | Nivel: 1 | Res: ABANDONO (Reiniciou)
Data: 02/12/2025 16:50:30 | Seed: L7861M | Nivel: 2 | Res: ABANDONO (Fechou)
Data: 02/12/2025 16:53:12 | Seed: L5AQ0B | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 16:53:29 | Seed: L78I7F | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 17:12:21 | Seed: CCO69G | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 17:19:07 | Seed: WYNYEZ | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 17:19:29 | Seed: QCF8YM | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 17:24:38 | Seed: 7Z9YW4 | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 17:32:56 | Seed: 2I776L | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 17:38:11 | Seed: 6K1P0X | Nivel: 1 | Res: ABANDONO (Fechou)
Data: 02/12/2025 17:41:37 | Seed: L2UQS4 | Nivel: 1 | Res: ABANDONO (Fechou)
